date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:15:49	52755/52755	---MCZ	200	added ('OK')	text/css	etag:W/%2267463079-ce13%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/angio-toolkit/options/woocommerce/css/wc-custom-style.css?ver=6.7.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/angio-toolkit/options/woocommerce/css/wc-custom-styled1c0.css	(from https://navdemo1/demo/angio/demo1/)
21:15:50	87553/87553	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267462ebb-15601%22	https://navdemo1/demo/angio/demo1/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-includes/js/jquery/jquery.minf43b.js	(from https://navdemo1/demo/angio/demo1/)
21:15:51	13577/13577	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267462ebb-3509%22	https://navdemo1/demo/angio/demo1/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://navdemo1/demo/angio/demo1/)
21:15:52	9636/9636	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226746309c-25a4%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.4.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min2574.js	(from https://navdemo1/demo/angio/demo1/)
21:15:53	3997/3997	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226746309c-f9d%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.4.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.minea26.js	(from https://navdemo1/demo/angio/demo1/)
21:15:54	1720/1720	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267463098-6b8%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.4.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min3546.js	(from https://navdemo1/demo/angio/demo1/)
21:15:55	3178/3178	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226746309c-c6a%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.4.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.minea26.js	(from https://navdemo1/demo/angio/demo1/)
21:15:57	1561/1561	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:45:56%20GMT	https://navdemo1/demo/angio/demo1/wp-json/wp/v2/pages/374	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/wp/v2/pages/374.json	(from https://navdemo1/demo/angio/demo1/)
21:15:58	1444684/1444684	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:45:57%20GMT	https://navdemo1/demo/angio/demo1/wp-json/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/index.html	(from https://navdemo1/demo/angio/demo1/)
21:15:59	918/918	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2015:45:59%20GMT	https://navdemo1/demo/angio/demo1/xmlrpc.php?rsd	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/xmlrpc0db0.php	(from https://navdemo1/demo/angio/demo1/)
21:16:01	2236/2236	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:46:00%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2F	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed10bb.json	(from https://navdemo1/demo/angio/demo1/)
21:16:03	2383/2383	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2015:46:03%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2F&format=xml	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed08d7	(from https://navdemo1/demo/angio/demo1/)
21:16:04	326628/326628	---M--	200	added ('OK')	application/octet-stream	etag:%226746309d-4fbe4%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://navdemo1/demo/angio/demo1/)
21:16:05	146060/146060	---M--	200	added ('OK')	application/octet-stream	etag:%226746309d-23a8c%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	(from https://navdemo1/demo/angio/demo1/)
21:16:06	2574/2574	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226746306e-a0e%22	https://navdemo1/demo/angio/demo1/wp-content/themes/angio/images/logo.svg	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/themes/angio/images/logo.svg	(from https://navdemo1/demo/angio/demo1/)
21:16:07	349809/349809	---M--	200	added ('OK')	audio/mpeg	etag:%2255671-61afc6c87903e%22	https://navdemo1/demo/angio/audio/2.mp3	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/audio/2.mp3	(from https://navdemo1/demo/angio/demo1/)
21:16:09	150657/150657	---M--	200	added ('OK')	image/jpeg	etag:%2267463069-24c81%22	https://navdemo1/demo/angio/demo1/wp-content/uploads/2020/08/hd4.jpg	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/uploads/2020/08/hd4.jpg	(from https://navdemo1/demo/angio/demo1/)
21:16:09	68331/68331	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:08%20GMT	https://navdemo1/demo/angio/demo1/home-albums-slider/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/home-albums-slider/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:09	58009/58009	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:09%20GMT	https://navdemo1/demo/angio/demo1/home-fullscreen-menu-2/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/home-fullscreen-menu-2/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:10	100450/100450	---M--	200	added ('OK')	image/jpeg	etag:%226746306a-18862%22	https://navdemo1/demo/angio/demo1/wp-content/uploads/2020/02/a1.jpg	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/uploads/2020/02/a1.jpg	(from https://navdemo1/demo/angio/demo1/)
21:16:11	65852/65852	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:10%20GMT	https://navdemo1/demo/angio/demo1/beats/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/beats/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:11	65852/65852	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:11%20GMT	https://navdemo1/demo/angio/demo1/beats/beats-horizontal/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/beats/beats-horizontal/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:13	12815/12815	---MCZ	200	added ('OK')	text/css	etag:W/%226746309d-320f%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-9.4.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocksf3a9.css	(from https://navdemo1/demo/angio/demo1/)
21:16:13	66008/66008	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:12%20GMT	https://navdemo1/demo/angio/demo1/beats/beats-grid-2/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/beats/beats-grid-2/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:13	69127/69127	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:12%20GMT	https://navdemo1/demo/angio/demo1/dates-horizontal/dates-list/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/dates-horizontal/dates-list/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:15	3241/3241	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267463079-ca9%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/angio-toolkit/options/toolkit/vendors/basicLightbox/basicLightbox.min.js?ver=6.7.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/angio-toolkit/options/toolkit/vendors/basicLightbox/basicLightbox.mind1c0.js	(from https://navdemo1/demo/angio/demo1/)
21:16:15	62420/62420	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:14%20GMT	https://navdemo1/demo/angio/demo1/dates-horizontal/dates-grid-2-2/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/dates-horizontal/dates-grid-2-2/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:17	139401/139401	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267463079-22089%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/angio-toolkit/options/toolkit/vendors/swiper/swiper.min.js?ver=6.7.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/angio-toolkit/options/toolkit/vendors/swiper/swiper.mind1c0.js	(from https://navdemo1/demo/angio/demo1/)
21:16:17	62414/62414	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:16%20GMT	https://navdemo1/demo/angio/demo1/dates-horizontal/dates-grid-2/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/dates-horizontal/dates-grid-2/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:19	607439/607439	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267463079-944cf%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/angio-toolkit/options/toolkit/vendors/threejs/three.min.js?ver=6.7.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/angio-toolkit/options/toolkit/vendors/threejs/three.mind1c0.js	(from https://navdemo1/demo/angio/demo1/)
21:16:19	59994/59994	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:19%20GMT	https://navdemo1/demo/angio/demo1/photos/photos-horizontal-portrait/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/photos/photos-horizontal-portrait/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:21	95435/95435	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267463079-174cb%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/angio-toolkit/options/toolkit/js/frontend-toolkit.js?ver=6.7.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/angio-toolkit/options/toolkit/js/frontend-toolkitd1c0.js	(from https://navdemo1/demo/angio/demo1/)
21:16:21	60115/60115	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:20%20GMT	https://navdemo1/demo/angio/demo1/photos/photos-horizontal-landscape/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/photos/photos-horizontal-landscape/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:21	61439/61439	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:21%20GMT	https://navdemo1/demo/angio/demo1/photos/photos-3-columns/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/photos/photos-3-columns/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:23	4776/4776	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267462ebc-12a8%22	https://navdemo1/demo/angio/demo1/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-includes/js/dist/hooks.min4fdd.js	(from https://navdemo1/demo/angio/demo1/)
21:16:25	9141/9141	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267462ebb-23b5%22	https://navdemo1/demo/angio/demo1/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-includes/js/dist/i18n.minc33c.js	(from https://navdemo1/demo/angio/demo1/)
21:16:25	65350/65350	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:24%20GMT	https://navdemo1/demo/angio/demo1/photos/photos-vertical-3/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/photos/photos-vertical-3/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:26	12512/12512	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267463079-30e0%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.0	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/contact-form-7/includes/swv/js/indexf049.js	(from https://navdemo1/demo/angio/demo1/)
21:16:26	65614/65614	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:25%20GMT	https://navdemo1/demo/angio/demo1/news/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/news/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:28	13452/13452	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226746307a-348c%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.0	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/contact-form-7/includes/js/indexf049.js	(from https://navdemo1/demo/angio/demo1/)
21:16:28	71161/71161	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:27%20GMT	https://navdemo1/demo/angio/demo1/news/news-list/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/news/news-list/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:28	68440/68440	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:27%20GMT	https://navdemo1/demo/angio/demo1/news/news-big-images/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/news/news-big-images/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:30	58000/58000	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226746306e-e290%22	https://navdemo1/demo/angio/demo1/wp-content/themes/angio/js/gsap.min.js?ver=6.7.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/themes/angio/js/gsap.mind1c0.js	(from https://navdemo1/demo/angio/demo1/)
21:16:30	70327/70327	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:29%20GMT	https://navdemo1/demo/angio/demo1/shop/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/shop/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:32	18482/18482	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226746306e-4832%22	https://navdemo1/demo/angio/demo1/wp-content/themes/angio/js/scrollmagic.min.js?ver=6.7.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/themes/angio/js/scrollmagic.mind1c0.js	(from https://navdemo1/demo/angio/demo1/)
21:16:32	57657/57657	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:31%20GMT	https://navdemo1/demo/angio/demo1/angio/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/angio/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:34	46692/46692	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226746306e-b664%22	https://navdemo1/demo/angio/demo1/wp-content/themes/angio/js/smooth-scrollbar.min.js?ver=6.7.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/themes/angio/js/smooth-scrollbar.mind1c0.js	(from https://navdemo1/demo/angio/demo1/)
21:16:34	62773/62773	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:34%20GMT	https://navdemo1/demo/angio/demo1/layouts/simple-title/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/layouts/simple-title/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:36	9679/9679	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226746306e-25cf%22	https://navdemo1/demo/angio/demo1/wp-content/themes/angio/js/axloader.js?ver=6.7.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/themes/angio/js/axloaderd1c0.js	(from https://navdemo1/demo/angio/demo1/)
21:16:36	69531/69531	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:36%20GMT	https://navdemo1/demo/angio/demo1/layouts/fullscreen-scroll-smooth-move-fx/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/layouts/fullscreen-scroll-smooth-move-fx/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:38	5520/5520	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267462ebb-1590%22	https://navdemo1/demo/angio/demo1/wp-includes/js/imagesloaded.min.js?ver=5.0.0	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-includes/js/imagesloaded.minbb93.js	(from https://navdemo1/demo/angio/demo1/)
21:16:38	69606/69606	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:46:38%20GMT	https://navdemo1/demo/angio/demo1/layouts/fullscreen-scroll-glitch-fx/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/layouts/fullscreen-scroll-glitch-fx/index.html	(from https://navdemo1/demo/angio/demo1/)
21:16:39	88943/88943	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226746306e-15b6f%22	https://navdemo1/demo/angio/demo1/wp-content/themes/angio/js/theme.js?ver=6.7.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/themes/angio/js/themed1c0.js	(from https://navdemo1/demo/angio/demo1/)
21:16:39	15315/15315	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2267463098-3bd3%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=9.4.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.minea26.js	(from https://navdemo1/demo/angio/demo1/)
21:16:41	2356/2356	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226746309c-934%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=9.4.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.minea26.js	(from https://navdemo1/demo/angio/demo1/)
21:16:41	51/51	---MCZ	200	added ('OK')	text/plain	date:Tue,%2024%20Jun%202025%2015:46:41%20GMT	http://fonts.googleapis.com/robots.txt		(from https://navdemo1/demo/angio/demo1/)
21:16:43	20021/20021	---MCZ	200	added ('OK')	text/css	etag:W/%2267463081-4e35%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.32.0	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min444a.css	(from https://navdemo1/demo/angio/demo1/home-albums-slider/)
21:16:45	10260/10260	---MCZ	200	added ('OK')	text/css	etag:W/%226746308c-2814%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.25.10	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min18be.css	(from https://navdemo1/demo/angio/demo1/home-albums-slider/)
21:16:47	6192/6192	---MC-	200	added ('OK')	text/css	date:Tue,%2024%20Jun%202025%2015:46:46%20GMT	https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.7.2	/home/ki/Desktop/websites/angio/angio/fonts.googleapis.com/css1dba.css	(from https://navdemo1/demo/angio/demo1/home-albums-slider/)
21:16:48	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jun%202025%2015:46:48%20GMT	https://fonts.gstatic.com/	/home/ki/Desktop/websites/angio/angio/fonts.gstatic.com/index.html	(from https://navdemo1/demo/angio/demo1/home-albums-slider/)
21:16:49	1612/1612	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:46:48%20GMT	https://navdemo1/demo/angio/demo1/wp-json/wp/v2/pages/366	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/wp/v2/pages/366.json	(from https://navdemo1/demo/angio/demo1/home-albums-slider/)
